x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y
A1374,A0,A0,A1,A0,71.0,A1,A1,A0,A1,104.65,7288.4,A1
A1375,A1,A0,A1,A0,39.0,A1,A0,A0,A0,51.05,2066.0,A1
A1376,A1,A0,A1,A1,43.0,A0,A1,A0,A0,80.45,3398.9,A1
A1377,,A1,A1,A1,72.0,A0,A1,A0,A0,102.65,7550.3,A1
A1378,A0,A1,A0,A1,11.0,A0,A1,A0,A0,60.25,662.95,A1
A1379,A1,A0,A0,A1,48.0,A0,A2,A2,A2,24.35,1133.7,A1
A1380,A0,A0,A0,A1,1.0,A1,A0,A0,A0,44.9,44.9,A1
A1381,A1,A0,A0,A1,2.0,A0,A1,A0,A0,54.15,101.65,A1
A1382,A0,A0,A1,A0,28.0,A1,A1,A0,A1,100.35,2799.0,A1
A1383,A1,A0,A1,A0,69.0,A0,A1,A1,A1,113.25,7895.15,A1
A1384,A0,A0,A1,A1,72.0,A0,A0,A1,A1,111.9,8071.05,A1
A1385,A1,A1,A0,A1,8.0,A1,A1,A0,A1,87.1,713.6,A1
A1386,A1,A0,A0,A1,10.0,A1,A1,A1,A0,64.9,685.55,A1
A1387,A1,A0,A0,A1,5.0,A0,A0,A1,A0,82.75,417.75,A1
A1388,A0,A0,A1,A0,71.0,A0,A1,A0,A1,100.55,7113.75,A1
A1389,A1,A0,A1,A0,10.0,A1,A0,A1,A0,55.2,528.35,A0
A1390,A0,A0,A1,A0,64.0,A2,A0,A1,A1,60.05,3845.45,A1
A1391,A0,A0,A1,A1,66.0,A1,A1,A1,A1,85.9,5595.3,A1
A1392,A0,A0,A1,A1,5.0,A1,A2,A2,A2,19.35,126.05,A0
A1393,A1,A0,A1,A1,,A2,A1,A1,A1,57.8,4039.3,A1
A1394,A1,A0,A1,A1,23.0,A1,A0,A1,A0,54.25,1221.55,A1
A1395,A1,A0,A0,A1,3.0,A1,A2,A2,A2,20.0,61.7,A1
A1396,A1,A0,A1,A0,30.0,A1,A0,A1,A1,64.5,1985.15,A1
A1397,A1,A0,A1,A1,15.0,A0,A2,A2,A2,25.2,387.9,A1
A1398,A1,A0,A1,A0,7.0,A1,A2,A2,A2,19.85,144.15,A1
A1399,A0,A0,A0,A1,9.0,A1,A2,A2,A2,19.85,178.8,A1
A1400,A0,A1,A1,A1,27.0,A0,A0,A0,A0,85.9,2220.1,A1
A1401,A1,A0,A0,A1,6.0,A1,A1,A0,A0,85.95,514.6,A1
A1402,A1,A0,A0,A1,1.0,A0,A0,A0,A1,94.6,94.6,A0
A1403,A0,A0,A0,A1,54.0,A1,A2,A2,A2,20.0,1149.65,A1
A1404,,A0,A1,A0,72.0,A0,A1,A1,A1,89.7,6339.3,A1
A1405,A1,A0,A1,A1,69.0,A0,A2,A2,A2,24.25,1641.8,A1
A1406,A1,A0,A1,A0,51.0,A1,A2,A2,A2,19.95,1028.75,A1
A1407,A1,A0,A0,A1,53.0,A1,A1,A0,A1,100.3,5200.8,A1
A1408,A1,A0,A0,A0,24.0,A1,A2,A2,,21.05,531.55,A1
A1409,A0,A1,A1,A1,7.0,A0,A0,A0,A0,74.85,485.25,A1
A1410,A1,A0,A0,A1,1.0,A1,A2,A2,A2,20.9,20.9,A1
A1411,A1,A1,A1,A1,1.0,A1,A1,A0,A0,76.4,76.4,A0
A1412,A0,A1,A0,A1,9.0,A0,A0,A0,A1,100.5,918.6,A0
A1413,A0,A0,A1,A0,72.0,A2,A1,A0,A0,38.5,2763.0,A1
A1414,A0,A0,A0,A1,1.0,A1,A2,A2,A2,20.25,20.25,A1
A1415,A1,A0,A0,A1,10.0,A1,A0,A1,A0,54.25,583.0,A1
A1416,A1,A1,A1,A1,17.0,A0,A0,A0,A1,92.55,1614.7,A1
A1417,A1,A0,A0,A1,8.0,A0,A1,A0,A0,65.5,573.15,A1
A1418,A1,A1,A1,A1,11.0,A0,A0,A0,A1,99.55,1131.2,A0
A1419,A1,A0,A0,A1,1.0,A1,A2,A2,A2,20.15,20.15,A0
A1420,,A0,A1,A1,3.0,A2,A0,A1,A0,29.9,92.25,A1
A1421,A0,A0,A1,A0,42.0,A1,A2,A2,A2,20.25,854.9,A1
A1422,A0,A0,A1,A0,71.0,A0,A1,A1,A1,114.0,8175.9,A1
A1423,,A0,A0,A0,13.0,A1,A0,A1,A0,53.45,718.1,A1
A1424,A0,A1,A0,A1,38.0,A1,A1,A1,A1,70.15,2497.35,A0
A1425,A0,A0,A0,A1,24.0,A1,A1,A0,A0,49.7,1218.25,A1
A1426,,A0,A1,A0,4.0,A0,A1,A1,A0,58.5,224.85,A1
A1427,A1,A0,A0,A1,26.0,A1,A0,A0,A0,69.05,1815.65,A1
A1428,A0,A0,A0,A1,40.0,A0,A0,A0,A1,84.9,3369.05,A1
A1429,A1,A0,A1,A1,11.0,A0,A0,A1,A1,96.2,1222.05,A0
A1430,A0,A1,A1,A1,7.0,A1,A0,A0,A1,89.0,605.45,A1
A1431,A1,A0,A0,A1,3.0,A2,A1,A0,A0,29.2,98.5,A1
A1432,,A0,A0,A1,3.0,A2,A0,A1,A0,34.25,139.35,A0
A1433,A0,A0,A0,A1,18.0,A1,A0,A1,A0,75.9,1373.05,A1
A1434,A0,A0,A0,A1,37.0,A2,A0,A0,A1,35.8,1316.9,A1
A1435,A0,A0,A0,A1,37.0,A2,A1,A1,A0,40.55,1390.85,A1
A1436,A1,A0,A0,A1,1.0,A1,A0,A0,A0,74.6,74.6,A0
A1437,A0,A0,A1,A0,8.0,A0,A2,A2,A2,24.4,203.95,A1
A1438,,A1,A1,A1,71.0,A0,A2,A2,A2,25.45,1789.65,A1
A1439,A0,A0,A1,A1,64.0,A0,A1,A1,A0,70.15,4480.7,A1
A1440,A0,A0,A1,A0,5.0,A0,A0,A1,A0,55.7,259.4,A1
A1441,,A0,A1,A0,40.0,A1,A2,A2,,19.6,808.95,A1
A1442,A0,A0,A1,A0,70.0,A2,A1,A1,A1,60.35,4138.7,A1
A1443,,A0,A0,A0,8.0,A1,A2,A2,A2,20.35,178.7,A1
A1444,A0,A0,A0,A1,67.0,A2,A0,A1,A1,43.9,3097.2,A1
A1445,A1,A0,A0,A1,72.0,A1,A1,A1,A0,73.0,5265.2,A1
A1446,A1,A0,A0,A1,22.0,A1,A0,A0,A1,89.25,1907.85,A0
A1447,A0,A1,A1,A1,4.0,A1,A0,A0,A0,70.2,280.35,A1
A1448,,A1,A1,A0,1.0,A1,A0,A1,A0,49.25,49.25,A0
A1449,A0,A1,A1,A1,8.0,A1,A0,A0,,60.9,551.95,A1
A1450,A1,A0,A1,A1,1.0,A2,A1,A0,A0,29.85,29.85,A1
A1451,,A0,A0,A0,4.0,A1,A0,A0,A0,49.4,184.4,A0
A1452,A1,A0,A0,A1,17.0,A1,A0,A0,A0,70.0,1144.5,A0
A1453,,A0,A1,A1,29.0,A1,A0,A0,A0,75.3,2263.4,A1
A1454,A1,A0,A0,A1,6.0,A1,A2,A2,A2,19.65,116.85,A1
A1455,A0,A0,A0,A1,11.0,A1,A0,A0,,69.35,712.25,A1
A1456,A1,A1,A1,A1,8.0,A0,A1,A0,A0,80.65,633.3,A0
A1457,A1,A0,A1,A1,44.0,A1,A1,A0,A0,61.5,2722.2,A1
A1458,A1,A1,A0,A1,40.0,A2,A1,A0,A1,55.8,2109.35,A0
A1459,A0,A0,A0,A1,10.0,A0,A1,A0,A0,95.25,1021.55,A1
A1460,A0,A0,A1,A1,37.0,A0,A0,A0,A1,79.25,2911.8,A1
A1461,A1,A0,A1,A0,50.0,A0,A0,A0,A1,84.4,4116.15,A0
A1462,A0,A1,A1,A1,,A0,A0,A0,A0,84.1,3021.6,A0
A1463,A0,A0,A0,A1,64.0,A0,A1,A1,A1,105.65,6903.1,A0
A1464,A0,A1,A0,A1,20.0,A1,A0,A0,A1,89.95,1648.45,A1
A1465,A0,A0,A0,A1,3.0,A0,A0,A0,A0,85.3,264.8,A0
A1466,A1,A0,A1,A1,72.0,A0,A0,A1,A1,84.9,6065.3,A1
A1467,A0,A0,A1,A1,46.0,A1,A2,A2,A2,19.6,851.2,A1
A1468,A1,A0,A1,A1,38.0,A1,A2,A2,A2,20.25,814.75,A1
A1469,A0,A0,A0,A1,62.0,A2,A1,A1,A0,43.7,2618.3,A1
A1470,A0,A1,A0,A1,32.0,A0,A0,A0,A1,96.15,3019.25,A0
A1471,A0,A0,A0,A1,40.0,A1,A0,A0,A0,67.45,2731.0,A1
A1472,A1,A0,A0,A1,39.0,A1,A0,A1,A0,59.3,2209.15,A1
A1473,A0,A0,A1,A0,24.0,A0,A2,A2,A2,24.1,587.4,A1
A1474,,A0,A1,A0,69.0,A1,A2,A2,A2,20.35,1442.65,A1
A1475,A0,A0,A1,A0,55.0,A0,A0,A0,A1,90.4,5099.15,A1
A1476,A0,A0,A1,A0,54.0,A2,A0,A1,A0,46.0,2424.05,A1
A1477,A1,A0,A1,A1,27.0,A1,A1,A0,A0,76.1,2093.4,A1
A1478,A1,A0,A1,A0,33.0,A0,A0,A0,A0,86.15,2745.7,A0
A1479,A1,A0,A1,A0,2.0,A1,A0,A0,A1,65.7,134.35,A0
A1480,,A0,A0,A0,1.0,A1,A0,A0,A0,73.6,73.6,A0
A1481,A1,A0,A1,A0,8.0,A1,A2,A2,A2,19.85,146.6,A1
A1482,A1,A0,A0,A1,1.0,A1,A0,A0,A0,69.95,69.95,A0
A1483,,A1,A0,A1,5.0,A1,A0,A0,A1,84.85,415.55,A0
A1484,,A0,A0,A1,2.0,A1,A0,A0,A0,45.0,96.45,A0
A1485,A1,A0,A0,A1,2.0,A1,A0,A0,A0,80.55,184.1,A0
A1486,A1,A0,A1,A0,28.0,A0,A0,A0,A0,49.9,1410.25,A1
A1487,A0,A1,A0,A1,5.0,A2,A0,A1,A1,45.4,214.75,A1
A1488,A1,A1,A1,A1,23.0,A1,A0,A0,A1,95.1,2326.05,A1
A1489,A0,A0,A0,A1,2.0,A1,A2,A2,A2,19.95,47.7,A1
A1490,A0,A0,A0,A0,1.0,A2,A0,A0,A0,25.3,25.3,A0
A1491,A0,A0,A1,A1,70.0,A1,A1,A1,,109.5,7534.65,A0
A1492,A0,A0,A1,A0,41.0,A1,A2,A2,A2,19.5,798.2,A1
A1493,A1,A1,A1,A1,34.0,A1,A0,A1,A1,64.2,2106.3,A1
A1494,A1,A0,A1,A0,1.0,A1,A2,A2,A2,19.45,19.45,A0
A1495,A1,A0,A0,A1,38.0,A1,A1,A1,A0,84.25,3264.5,A0
A1496,A0,A0,A0,A1,26.0,A2,A0,A1,A1,54.55,1362.85,A1
A1497,A0,A0,A1,A0,24.0,A1,A1,A1,A0,70.3,1706.45,A1
A1498,A1,A0,A1,A1,65.0,A0,A1,A1,A1,107.65,7082.85,A1
A1499,,A1,A0,A1,1.0,A1,A0,A0,A0,70.05,70.05,A1
A1500,A1,A0,A0,A1,4.0,A1,A2,A2,A2,20.15,84.5,A1
A1501,A1,A1,A1,A1,11.0,A0,A0,A1,A1,104.05,1133.65,A0
A1502,A0,A0,A0,A1,23.0,A0,A0,A0,A0,74.95,1710.45,A0
A1503,A0,A0,A0,A1,67.0,A2,A0,A1,A1,49.35,3321.35,A1
A1504,A1,A0,A1,A0,23.0,A1,A1,A1,A0,83.8,1900.25,A0
A1505,A0,A0,A1,A1,65.0,A0,A1,A0,A0,67.05,4309.55,A1
A1506,A0,A0,A1,A0,27.0,A1,A1,A0,A0,54.75,1510.3,A1
A1507,A1,A0,A0,A1,39.0,A1,A0,A0,A0,47.85,1886.4,A1
A1508,A1,A0,A0,A1,7.0,A1,A2,A2,A2,20.05,164.85,A0
A1509,A0,A0,A1,A1,64.0,A0,A1,A0,A0,89.45,5692.65,A1
A1510,A1,A0,A0,A1,2.0,A1,A2,A2,A2,20.05,39.25,A1
A1511,A1,A0,A0,A1,68.0,A0,A1,A1,A1,110.25,7279.35,A1
A1512,A1,A0,A1,A0,67.0,A2,A1,A1,A1,59.55,4103.9,A1
A1513,A0,A0,A1,A0,43.0,A0,A0,A1,A1,104.3,4451.85,A1
A1514,A1,A0,A1,A0,62.0,A0,A0,A0,A1,101.15,6638.35,A1
A1515,,A0,A1,A0,27.0,A1,A2,A2,A2,20.55,583.3,A1
A1516,A1,A0,A1,A1,11.0,A0,A0,A0,A1,99.5,1056.95,A0
A1517,A0,A0,A0,A0,49.0,A0,A0,A0,A0,75.2,3678.3,A0
A1518,A0,A0,A0,A1,2.0,A1,A2,A2,A2,19.65,31.2,A1
A1519,,A1,A1,A1,10.0,A0,A0,A0,A0,86.65,856.65,A0
A1520,A0,A0,A1,A1,59.0,A0,A0,A1,A0,69.1,4096.9,A1
A1521,A1,A1,A0,A1,16.0,A1,A0,A1,A1,59.4,1023.9,A0
A1522,A0,A0,A1,A0,7.0,A1,A2,A2,A2,20.65,150.0,A1
A1523,A1,A0,A1,A0,23.0,A1,A0,A0,A0,75.3,1702.9,A1
A1524,A1,A0,A0,A1,2.0,A1,A2,A2,A2,19.5,31.55,A0
A1525,A1,A0,A1,A0,5.0,A1,A0,A1,A1,85.75,470.95,A0
A1526,A0,A0,A0,A1,19.0,A1,A0,A1,A1,61.55,1093.2,A1
A1527,A0,A0,A1,A1,7.0,A1,A0,A0,A0,69.35,451.1,A0
A1528,A1,A0,A1,A0,1.0,A1,A2,A2,A2,20.15,20.15,A0
A1529,A0,A0,A1,A0,67.0,A0,A1,A1,A1,111.2,7530.8,A1
A1530,A1,A0,A1,A0,1.0,A1,A0,A0,A0,50.45,50.45,A0
A1531,A0,A1,A1,A1,57.0,A2,A0,A0,A1,44.85,2572.95,A0
A1532,A0,A0,A0,A0,61.0,A1,A2,A2,A2,19.75,1124.2,A1
A1533,A0,A0,A1,A0,28.0,A1,A2,A2,A2,20.3,487.95,A1
A1534,A1,A0,A0,A1,49.0,A0,A1,A0,A0,59.75,2934.3,A0
A1535,A0,A0,A0,A1,32.0,A1,A0,A0,A1,91.05,2871.5,A1
A1536,A0,A0,A1,A0,4.0,A2,A0,A0,A1,38.55,156.1,A1
A1537,A1,A1,A0,A1,35.0,A0,A0,A0,A1,99.05,3554.6,A1
A1538,A1,A1,A1,A1,33.0,A0,A1,A0,A0,80.6,2656.5,A0
A1539,A1,A0,A0,A0,7.0,A1,A2,A2,A2,20.05,96.8,A1
A1540,A1,A0,A1,A1,71.0,A0,A2,A2,A2,24.25,1732.95,A1
A1541,A0,A0,A0,A1,5.0,A1,A2,A2,A2,20.35,92.75,A1
A1542,A0,A0,A0,A1,9.0,A1,A0,A0,A0,80.8,713.1,A0
A1543,A0,A1,A1,A1,44.0,A1,A2,A2,A2,19.35,847.25,A1
A1544,A1,A0,A0,A1,68.0,A0,A1,A0,A1,80.65,5330.2,A1
A1545,A0,A0,A1,A0,31.0,A0,A0,A0,A0,59.7,1825.5,A1
A1546,A1,A0,A1,A0,53.0,A1,A2,A2,,19.85,1039.45,A1
A1547,A1,A0,A1,A1,68.0,A1,A1,A1,A1,79.6,5515.8,A1
A1548,A0,A0,A1,A1,60.0,A0,A2,A2,A2,24.15,1505.9,A1
A1549,A1,A0,A1,A1,57.0,A1,A2,A2,A2,19.9,1115.6,A1
A1550,A0,A0,A1,A1,68.0,A2,A0,A0,A1,54.1,3794.5,A1
A1551,A0,A0,A0,A1,46.0,A0,A1,A0,A1,94.9,4422.95,A1
A1552,,A0,A0,A1,30.0,A0,A1,A0,A1,68.95,2038.7,A1
A1553,A0,A0,A0,A1,,A1,A2,A2,A2,20.45,237.3,A1
A1554,A1,A0,A0,A1,22.0,A1,A0,A1,A0,89.05,1886.25,A1
A1555,A1,A0,A0,A1,12.0,A1,A0,A0,A1,85.15,979.05,A1
A1556,A0,A1,A0,A1,64.0,A0,A1,A0,A1,103.5,6548.65,A1
A1557,A1,A0,A1,A1,56.0,A0,A1,A0,A1,109.8,6109.65,A1
A1558,,A0,A1,A0,5.0,A0,A1,A0,A0,80.15,385.0,A0
A1559,A0,A0,A0,A1,69.0,A1,A2,A2,A2,19.1,1268.85,A1
A1560,A0,A0,A1,A1,72.0,A0,A1,A1,A1,92.3,6719.9,A1
A1561,A0,A0,A0,A0,12.0,A1,A2,A2,A2,21.05,235.8,A1
A1562,A0,A0,A0,A0,41.0,A1,A1,A0,A1,70.2,2894.55,A1
A1563,A0,A0,A0,A1,1.0,A1,A0,A0,A0,47.95,47.95,A1
A1564,A1,A0,A0,A1,3.0,A0,A0,A0,A1,60.25,170.5,A1
A1565,A1,A0,A0,A1,59.0,A0,A0,A1,A0,68.7,4070.95,A1
A1566,A0,A0,A0,A1,1.0,A1,A0,A0,A0,48.55,48.55,A0
A1567,A0,A0,A1,A0,13.0,A0,A1,A1,A1,72.8,930.05,A1
A1568,,A0,A0,A0,1.0,A1,A0,A0,A0,48.95,48.95,A0
A1569,A0,A1,A0,A1,5.0,A0,A1,A0,A0,89.8,502.6,A0
A1570,A1,A0,A0,A1,1.0,A2,A0,A0,A0,25.2,25.2,A0
A1571,A0,A0,A1,A0,49.0,A0,A0,A0,A1,99.8,4872.45,A0
A1572,,A0,A0,A1,13.0,A0,A1,A0,A0,84.45,1058.6,A0
A1573,A0,A0,A1,A0,72.0,A0,A1,A1,A0,90.45,6565.85,A1
A1574,A0,A0,A0,A1,13.0,A1,A0,A0,A1,91.1,1135.7,A0
A1575,A0,A0,A1,A1,42.0,A0,A0,A0,A0,94.4,4014.6,A1
A1576,A1,A0,A1,A1,,A0,A2,A2,A2,25.95,1801.9,A1
A1577,A0,A1,A1,A1,40.0,A0,A0,A0,A1,101.85,4086.3,A0
A1578,A0,A0,A0,A1,45.0,A0,A0,A1,A1,108.45,4964.7,A1
A1579,A0,A0,A1,A0,53.0,A0,A1,A0,A0,69.7,3686.05,A1
A1580,A0,A1,A0,A1,1.0,A0,A0,A0,A0,75.35,75.35,A0
A1581,A1,A0,A1,A0,35.0,A0,A2,A2,A2,25.4,949.8,A1
A1582,A0,A0,A1,A0,68.0,A1,A1,A1,A0,62.65,4375.8,A1
A1583,A1,A1,A1,A1,53.0,A0,A2,A2,A2,25.1,1275.6,A1
A1584,A1,A0,A1,A1,72.0,A0,A2,A2,A2,26.45,1914.5,A1
A1585,,A0,A1,A0,67.0,A0,A1,A1,A0,69.35,4653.25,A1
A1586,A1,A0,A1,A0,50.0,A1,A0,A0,A0,69.75,3557.7,A1
A1587,A0,A0,A0,A1,11.0,A0,A2,A2,A2,23.15,245.2,A0
A1588,A0,A0,A0,A0,56.0,A1,A2,A2,A2,21.2,1238.65,A1
A1589,A1,A0,A0,A1,20.0,A1,A2,A2,A2,19.35,433.75,A1
A1590,,A0,A0,A1,3.0,A1,A0,A0,A1,53.4,188.7,A0
A1591,A1,A0,A1,A0,51.0,A1,A1,A0,A0,79.15,4018.55,A1
A1592,A0,A1,A0,A1,54.0,A1,A0,A1,A0,65.25,3529.95,A1
A1593,A0,A0,A1,A1,14.0,A1,A0,A0,A0,50.2,668.85,A1
A1594,A0,A0,A1,A0,5.0,A0,A2,A2,A2,25.9,135.0,A0
A1595,A1,A1,A0,A1,17.0,A0,A0,A0,A1,94.2,1608.15,A1
A1596,A1,A0,A1,A0,57.0,A0,A1,A0,A1,100.6,5611.7,A1
A1597,,A0,A1,A1,35.0,A0,A1,A1,,69.0,2441.7,A1
A1598,A0,A0,A0,A1,1.0,A1,A0,A0,A0,45.1,45.1,A0
A1599,A1,A0,A0,A1,2.0,A1,A1,A0,A0,49.6,114.7,A0
A1600,A1,A0,A1,A0,1.0,A2,A0,A1,A1,40.1,40.1,A0
A1601,A0,A0,A0,A1,39.0,A2,A1,A1,A1,48.95,1880.85,A0
A1602,A0,A0,A0,A1,18.0,A1,A1,A0,A1,101.3,1794.65,A1
A1603,A1,A0,A1,A0,72.0,A0,A0,A0,A0,79.05,5730.7,A1
A1604,A0,A0,A1,A0,8.0,A1,A2,A2,A2,19.65,169.75,A1
A1605,A1,A0,A0,A1,15.0,A0,A2,A2,A2,25.4,399.6,A0
A1606,,A0,A1,A0,30.0,A0,A0,A0,A1,85.45,2509.95,A1
A1607,A0,A0,A1,A0,62.0,A1,A2,A2,A2,20.05,1263.9,A1
A1608,A1,A0,A0,A1,1.0,A1,A2,A2,A2,19.6,19.6,A0
A1609,A0,A1,A0,A1,24.0,A0,A0,A0,A0,76.1,1712.7,A0
A1610,A1,A1,A1,A1,37.0,A1,A0,A1,A1,90.0,3371.75,A1
A1611,A1,A0,A1,A0,32.0,A1,A1,A1,A0,76.3,2404.15,A1
A1612,A1,A0,A0,A1,15.0,A1,A0,A1,A1,105.1,1582.75,A0
A1613,A0,A0,A1,A0,66.0,A1,A2,A2,A2,20.0,1374.2,A1
A1614,A0,A0,A1,A0,6.0,A1,A2,A2,A2,19.45,113.5,A1
A1615,A1,A0,A1,A1,42.0,A0,A0,A0,A0,50.25,2203.65,A0
A1616,A1,A0,A0,A0,8.0,A2,A0,A0,A0,38.5,330.8,A1
A1617,,A0,A0,A1,1.0,A1,A0,A0,A0,44.8,44.8,A1
A1618,A0,A0,A1,A1,56.0,A0,A2,A2,,25.15,1327.15,A0
A1619,A1,A0,A0,A1,66.0,A1,A1,A0,A0,61.15,4017.45,A1
A1620,A1,A0,A1,A1,54.0,A0,A1,A1,,114.65,6049.5,A1
A1621,A0,A0,A0,A1,11.0,A1,A2,A2,A2,20.4,231.45,A1
A1622,A0,A0,A0,A0,52.0,A0,A2,A2,A2,25.6,1334.5,A1
A1623,A1,A0,A0,A1,39.0,A1,A0,A1,A0,80.45,3201.55,A0
A1624,A1,A0,A1,A0,72.0,A0,A1,A1,A0,107.45,7658.3,A1
A1625,A0,A0,A1,A1,45.0,A0,A1,A0,A1,107.75,4882.8,A1
A1626,A1,A0,A0,A1,6.0,A1,A0,A0,,89.5,573.3,A0
A1627,A0,A0,A1,A0,60.0,A1,A1,A1,A1,79.05,4663.4,A1
A1628,A1,A0,A1,A1,54.0,A0,A1,A0,A1,106.55,5763.3,A0
A1629,A1,A0,A0,A0,16.0,A1,A0,A0,A1,81.0,1312.15,A0
A1630,A1,A0,A1,A0,51.0,A0,A0,A0,A0,90.15,4554.85,A1
A1631,A1,A0,A1,A1,22.0,A1,A1,A0,,54.7,1178.75,A1
A1632,A1,A1,A0,A1,38.0,A1,A1,A0,A0,57.15,2250.65,A0
A1633,,A0,A1,A0,12.0,A0,A2,A2,A2,25.4,313.0,A1
A1634,A0,A0,A1,A1,30.0,A0,A0,A0,A0,49.9,1441.95,A1
A1635,A1,A0,A0,A1,13.0,A1,A1,A0,A0,81.15,952.3,A0
A1636,,A0,A0,A1,62.0,A0,A1,A1,A0,69.4,4237.5,A1
A1637,A0,A0,A1,A1,59.0,A0,A1,A1,A1,106.75,6252.9,A0
A1638,A0,A0,A1,A0,42.0,A1,A0,A1,A1,73.15,3088.25,A1
A1639,A0,A1,A1,A1,8.0,A1,A0,A1,A0,64.4,581.7,A1
A1640,A0,A0,A1,A1,71.0,A0,A1,A1,A1,116.1,8310.55,A1
A1641,A1,A0,A1,A0,14.0,A0,A0,A0,A0,87.25,1258.6,A0
A1642,A1,A0,A1,A0,58.0,A0,A1,A0,A1,105.2,6225.4,A1
A1643,A0,A1,A1,A1,69.0,A0,A1,A0,A0,84.9,5785.65,A1
A1644,A0,A1,A1,A1,23.0,A1,A1,A0,A0,90.0,2024.1,A1
A1645,A0,A0,A0,A1,9.0,A2,A0,A0,A0,24.95,190.25,A1
A1646,A1,A0,A0,A1,2.0,A0,A0,A0,,75.55,166.3,A0
A1647,A1,A0,A1,A0,,A1,A2,A2,A2,20.35,1092.35,A1
A1648,A1,A1,A1,A1,,A0,A0,A1,A1,99.75,1836.25,A0
A1649,A1,A0,A0,A1,1.0,A1,A2,A2,A2,20.25,20.25,A0
A1650,A1,A0,A1,A0,70.0,A0,A0,A0,A0,65.2,4543.15,A1
A1651,A1,A0,A0,A1,44.0,A1,A1,A0,A1,88.15,3973.2,A1
A1652,A0,A1,A1,A1,51.0,A0,A0,A0,A0,93.65,4839.15,A1
A1653,A1,A0,A1,A0,24.0,A0,A2,A2,A2,24.7,571.75,A1
A1654,A0,A0,A1,A0,4.0,A1,A2,A2,A2,19.9,76.65,A1
A1655,A1,A0,A0,A1,25.0,A1,A2,A2,A2,19.9,527.5,A1
A1656,A1,A0,A0,A1,4.0,A1,A2,A2,A2,20.35,77.5,A0
A1657,A1,A0,A0,A1,72.0,A0,A0,A1,A0,84.7,6185.15,A1
A1658,A0,A0,A1,A1,72.0,A0,A1,A1,A1,110.6,7962.2,A1
A1659,A0,A0,A0,A0,3.0,A0,A2,A2,,26.4,121.25,A1
A1660,A1,A0,A1,A1,71.0,A0,A2,A2,A2,24.75,1836.9,A1
A1661,A0,A0,A0,A1,40.0,A0,A1,A0,A1,104.5,4036.85,A0
A1662,A1,A0,A1,A0,5.0,A2,A1,A0,A0,30.5,167.2,A1
A1663,A0,A0,A0,A0,3.0,A1,A2,A2,A2,20.05,75.45,A1
A1664,A1,A0,A0,A1,2.0,A1,A0,A0,,45.85,105.6,A1
A1665,A0,A0,A1,A0,70.0,A0,A1,A1,A1,116.55,8152.3,A1
A1666,A0,A0,A0,A1,2.0,A1,A0,A0,A1,95.85,197.7,A0
A1667,A0,A0,A0,A1,27.0,A1,A2,A2,A2,19.4,529.8,A1
A1668,A0,A0,A1,A1,65.0,A0,A0,A0,A1,104.25,6812.95,A1
A1669,A0,A0,A0,A1,10.0,A1,A0,A0,A0,45.55,402.6,A0
A1670,A1,A0,A0,A1,43.0,A1,A2,A2,A2,19.65,779.25,A1
A1671,A1,A0,A0,A1,,A0,A1,A0,A1,89.75,1052.4,A0
A1672,A1,A0,A0,A1,2.0,A1,A2,A2,A2,20.45,34.8,A1
A1673,A1,A0,A1,A1,3.0,A1,A0,A0,A0,46.1,130.15,A1
A1674,A1,A1,A1,A1,50.0,A0,A1,A0,,95.05,4888.7,A0
A1675,A0,A0,A1,A1,22.0,A1,A0,A1,A0,54.2,1152.7,A0
A1676,A0,A0,A0,A0,53.0,A1,A2,A2,A2,19.75,1052.35,A0
A1677,,A0,A0,A1,1.0,A1,A0,A0,A0,44.4,44.4,A0
A1678,A0,A0,A0,A1,69.0,A0,A1,A1,A0,81.5,5553.25,A1
A1679,A1,A0,A0,A0,4.0,A0,A1,A0,A1,89.6,365.65,A0
A1680,A0,A1,A1,A1,50.0,A0,A0,A0,A1,105.05,5163.3,A1
A1681,A1,A0,A0,A1,48.0,A0,A0,A1,A1,103.85,4946.05,A1
A1682,A1,A1,A0,A1,4.0,A1,A1,A0,A0,72.75,317.75,A1
A1683,A1,A0,A0,A1,45.0,A1,A1,A0,A1,100.3,4483.95,A1
A1684,A1,A0,A0,A1,1.0,A1,A0,A0,A0,44.75,44.75,A1
A1685,A0,A0,A0,A1,5.0,A1,A1,A1,A0,65.6,339.9,A1
A1686,A0,A0,A0,A1,1.0,A0,A0,A0,A1,84.65,84.65,A0
A1687,A1,A0,A1,A0,1.0,A1,A2,A2,A2,20.5,20.5,A0
A1688,A1,A0,A0,A1,71.0,A0,A1,A1,,111.3,7985.9,A1
A1689,A0,A0,A0,A1,5.0,A1,A2,A2,A2,19.95,107.05,A1
A1690,A0,A0,A1,A1,1.0,A2,A0,A0,A0,23.45,23.45,A0
A1691,A0,A0,A0,A0,1.0,A1,A0,A0,A0,50.6,50.6,A0
A1692,A1,A0,A0,A1,17.0,A1,A2,A2,A2,20.15,353.65,A1
A1693,A0,A0,A0,A1,58.0,A0,A2,A2,A2,24.45,1513.6,A1
A1694,A0,A0,A0,A1,8.0,A1,A2,A2,A2,20.45,162.3,A1
A1695,A0,A0,A0,A1,8.0,A0,A0,A0,A0,86.55,649.65,A0
A1696,A0,A0,A0,A1,13.0,A1,A0,A0,A0,73.75,956.65,A1
